log_Sigma_M,log_Sigma_SFR,O_H,Delta_log_Sigma_SFR,Delta_O_H
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.661827329356777,-3.2570313688806047,8.53511235608266,-0.7345457439282077,-0.005667305320340432
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
7.654506297784458,-3.2563124552001317,8.528346513692046,-0.7338268302477347,-0.012433147710954273
